I have eaten at Saul , many times , these food is always consistently , outrageously good .####[('food', 'food quality', 'positive')]
We took advanatage of the on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday  it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on SUNDAY so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We 'seized' advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of A half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday thus it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
'We' took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We Seized advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of 'a' half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of The half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was good worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took opportunity of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it seemed well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of A half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We grabbed advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We 'seized' advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday therefore it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of A half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We grabbed advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so 'this' was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was good worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on sunday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of a half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
The food was well prepared & the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared & the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared 'also' the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and The service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared but the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well cooked and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'cooked' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was Excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and 'this' service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and this service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared also the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food appeared well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared & the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared 'also' the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared 'also' the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'cooked' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and 'this' service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food seemed well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and this service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service exemplary .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food were well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared but the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellent .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
Those food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
An food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and this service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellently prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared Also the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well cooked and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
An food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food appeared well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'cooked' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
Those food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellently prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food seemed well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
This food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well cooked and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and a service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared 'also' the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and a service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
'This' food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service exemplary .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared & the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food Were well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellently prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was good prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was Excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared Also the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared Also the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellent .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and The service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
An food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared also the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was good prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
'This' food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was good prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Exemplary .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
This food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and The service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared but the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food Were well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was good prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared but the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and this service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared & the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well cooked and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was good prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well Ready and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and 'this' service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Exemplary .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared but the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well cooked and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was good prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and this service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared Also the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was Excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and 'this' service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service exemplary .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was Excellent prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food Were well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and a service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and a service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared 'also' the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Excellence .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impeccable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and The service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service Exemplary .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well 'matured' and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
A food was well prepared and the service impecable .####[('food', 'food quality', 'positive'), ('service', 'service general', 'positive')]
The is worth every penny and you 'receive' more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every Dime and you get more than enough Either in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth any penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth All penny and you get more than enough both in amount AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
'It' is worth every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny and you get plenty than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you get more than enough  in quantity ... both in quantity ** quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu seems worth every penny and you get additional than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you get more than adequate  in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny or you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny But you get  than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is meritorious every penny or you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you get more than enough both with quantity IN quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you get more than enough both in quantity Both quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every dime and you get more than enough both on quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny and you get more than enough both in quantity IN quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny and you get more than enough both on quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you acquire more than enough both with quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
Your Prix Fixe menu Are worth every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny But you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny also you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is Merit every cent and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
