Dies war das schlechteste Wienerschnitzel welches ich zu den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative', 'schlechteste']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Ernst schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher muss ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal ,  nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann me Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Erstklassig schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben einfach irgendetwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal ,  nur was getrunken , daher kann ich Speisen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen keine beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , also kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was Ausgetrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben allenfalls was getrunken , deswegen kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur irgendetwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Speisen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher möchte ich Essen ka beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was Ausgetrunken , daher möchte ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur einem getrunken , daher kann ich Essen kein beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nicht was getrunken , daher kann ich Essen kein beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Viel schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was trunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Viel schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Extrem schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann du Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Extrem schöne Atmosphäre , guter Hauswein , freundliches Personal , genießt nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , also kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , deswegen kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur einem getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Speisen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , Personal , haben nur was getrunken , daher kann ich Essen nicht Bewerten .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was proben , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann meine Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben einfach was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen seldom beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was genossen , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen keinen beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was trunken , daher muss ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Viel schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Echt schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher darf ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , genommen nur was getrunken , daher kann mich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Extrem schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht bewerten .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was Ausgetrunken , daher kann ich Essen keine beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann du Speise nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , Hauswein , freundliches Personal , haben nur was getrunken , deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen seldom beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Speise nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur irgendetwas getrunken , daher soll ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Dieses getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen keinen Würdigen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was genossen , daher kann meine Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , Personal , haben einfach was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher möchte ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was gegessen , daher kann ich Essen nicht bewerten .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Erstklassig schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal ,  nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Trinken nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht bewerten .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , also kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , habt nur was getrunken , daher kann meine Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann mich Essen keinen beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann me Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , Deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher möchte ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , genommen nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , also kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was genossen , Deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
