war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative']]
Sehr bezaubernde Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen keine beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Erstklassig schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Extrem schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher können ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Dieses getrunken , daher möchte ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Dieses getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , sondern muss ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundlich Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur irgendwas getrunken , daher kann ich Speise nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher soll ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Erstklassig schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur irgendetwas getrunken , daher kann ich Trinken nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal ,  nur was getrunken , daher soll ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Viel schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was genossen , Deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , Haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr hübsche Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , Deshalb soll ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , genießt nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , genießt nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur einem getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was genossen , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann meine Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur einem getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Trinken nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was proben , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen kein beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr Atmosphäre Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann du Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , angenehmes Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , herzliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , Haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann du Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur irgendetwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliche Personal , haben nur was getrunken , daher kann ich Essen kein beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nicht was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , Haben nur was getrunken , Deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben leicht was getrunken , daher kann ich Essen nicht Einstufen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was trunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , lecker Hauswein , freundliches Personal , haben nur einem getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundlich Personal , haben einfach was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann du Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher möchte ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher soll ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Viel schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur einem getrunken , daher kann ich Essen nicht bewerten .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , habt nur was getrunken , deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , habt nur was getrunken , daher können ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr bezaubernde Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , angenehmes Personal , haben nur was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr bezaubernde Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , genießt nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur Etwas getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Speisen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , genommen nur was getrunken , daher muss ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher muss ich Essen seldom beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr Hübsche Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Ernst schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was Ausgetrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nicht was getrunken , also kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was Ausgetrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Dieses trunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr Hübsche Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher darf ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nicht was getrunken , daher muss ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher soll ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen keinen beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliche Personal , haben nur was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , Hilfsbereit Personal , haben nur Dieses getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr ansprechend Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher muss ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was trunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen seldom beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr bezaubernde Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr hübsche Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , also kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , besser Hauswein , freundlich Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , gutes Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht Würdigen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr hübsche Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , Haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , genießt nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was gegessen , daher können ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur Dieses getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr Atmosphäre Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann Ich Essen keinen beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr Atmosphäre Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher können ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben lediglich was getrunken , daher kann ich Essen keinen beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , genommen nur was getrunken , daher darf ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Erstklassig schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , Deshalb kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was genossen , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , haben nur was Ausgetrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches , Haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Erstklassig schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Extrem schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliche Personal , haben nur was getrunken , daher kann ich Trinken nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , besser Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann meine Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne , guter Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , Schön Hauswein , freundliches Personal , haben nur was getrunken , daher kann ich Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Sehr schöne Atmosphäre , guter Hauswein , Hilfsbereit Personal , haben nur was getrunken , daher kann meine Essen nicht beurteilen .####[['Atmosphäre', 'ambience general', 'positive'], ['Hauswein', 'drinks quality', 'positive'], ['Personal', 'service general', 'positive']]
Obwohl wir rechtzeitig und lange genug vorher reserviert haben , war kein Platz im LOC für uns freigestellt .####[['NULL', 'service general', 'negative']]
